unitid,fice,pubst,pbalph,"system","sequen","status","instnm","addr","city","stabbr","zip","gentele",cnty,congdist,"countynm",affil,calsys,hloffer,procc,pr2yr,prlib,prtea,prprof,geost,oereg,obereg,"race",control,type,iclevel,sex,lgrnt,"cncesc",sum2yr,sum4yr,sumpos,eve2yr,eve4yr,evepos,excntl,citysi,admreq,estmo,estyr,"fwrkmoyr","fdgrmoyr",prtfu,pbtfui,pbtfuo,prtfg,pbtfgi,pbtfgo,roomamt,boardamt,period,stcnty,acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_chem,acc_nurs,acc_ort,regaccrd
"103440","1062","11","30","","","5","SHELDON JACKSON COLLEGE","BOX 479","SITKA","AK","99835",".","","99","SITKA","21","4","4","1","0","1","1","0","11","4","8","E","2","2","1","3","0","E01","0","0","0","1","1","0","2","1","2","","","000000","000000","3246","0","0","0","0","0","1500","1900","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"102614","1063","11","80","A","02","F","U ALASKA FAIRBANKS","","FAIRBANKS","AK","99701",".","","99","FAIRBANKS NORTH STAR BOROUGH","12","1","8","0","0","1","1","1","11","4","8","5","1","2","1","3","1","B01","0","1","1","1","1","1","1","1","2","","","000000","000000","0","958","2158","0","1318","2398","920","1450","7","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","7"
"102757","1064","11","130","A","06","G","ANCHORAGE CC","2533 PROVIDENCE AVENUE","ANCHORAGE","AK","99508",".","","99","ANCHORAGE","12","1","3","1","1","0","0","0","11","4","8","5","1","6","2","3","0","E01","1","1","0","1","1","0","1","2","2","","","000000","000000","0","638","1598","0","0","0","0","0","0","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","7"
"103097","1066","11","140","A","07","G","KENAI PENINSULA CC","BOX 848","SOLDOTHNA","AK","99669",".","","99","KENAI","12","1","3","1","1","","","","11","4","8","5","1","6","2","3","0","E01","1","1","0","1","1","0","1","1","2","","","000000","000000","0","636","1596","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"103103","1067","11","210","A","13","G","KETCHIKAN CC","7TH AND MADISON","KETCHIKAN","AK","99901",".","","99","KETCHIKAN","12","1","3","1","1","0","0","0","11","4","8","5","1","6","2","3","0","E01","1","1","0","1","1","0","1","1","2","","","000000","000000","0","610","1570","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"103176","1068","11","170","A","10","G","MATANUSKA-SUSITNA CC","BOX 899","PALMER","AK","99645",".","","99","MATANUSKA-SUSITNA","12","1","3","1","1","","","","11","4","8","5","1","6","2","3","0","E01","1","1","0","1","1","0","1","1","2","","","000000","000000","0","612","1572","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"103079","1069","11","200","A","14","G","ISLANDS CC","BOX 490","SITKA","AK","99835",".","","99","SITKA","12","1","3","1","1","0","0","0","11","4","8","5","1","6","2","3","0","E04","1","1","0","1","1","0","1","1","2","","","000000","000000","0","600","1560","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"103778","1070","12","10","","","5","AMER GRAD SCH OF MGMT","THUNDERBIRD CAMPUS","GLENDALE","AZ","85306",".","","3","MARICOPA","21","4","6","0","0","0","0","1","12","4","6","5","2","2","1","3","0","D05","0","0","0","0","0","0","2","5","5","4","","040000","050000","0","0","0","6110","0","0","1230","1710","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"104160","1071","12","50","","","5","ARIZONA WESTERN COLLEGE","P O BOX 929","YUMA","AZ","85364",".","","2","YUMA","14","1","3","1","1","0","0","0","12","4","6","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","1","1","9","","090000","060000","0","400","3000","0","0","0","640","1400","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"104425","1072","12","70","","","5","COCHISE COLLEGE","","DOUGLAS","AZ","85607",".","","5","COCHISE","13","1","3","1","1","0","0","0","12","4","6","5","1","3","2","3","0","E01","1","1","0","1","1","0","1","1","1","8","","090000","050000","0","480","2760","0","0","0","734","1274","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"104577","1073","12","100","","","5","EASTERN ARIZONA COLLEGE","600 CHURCH STREET","THATCHER","AZ","85552",".","","5","GRAHAM","14","1","3","1","1","0","0","0","12","4","6","5","1","3","2","3","0","E01","1","1","0","1","1","0","1","1","2","","","000000","000000","0","416","3232","0","0","0","695","1480","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"104717","1074","12","110","","","5","GRAND CANYON COLLEGE","3300 WEST CAMELBACK ROAD","PHOENIX","AZ","85017",".","","4","MARICOPA","75","4","4","0","0","1","1","0","12","4","6","5","2","2","1","3","0","C01","0","1","0","0","1","0","3","6","3","9","","090000","050000","2340","0","0","0","0","0","830","1300","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"105136","1075","12","130","A","98","C","MARICOPA CO CC SYS OFFICE","3910 E. WASHINGTON","PHOENIX","AZ","85034",".","","2","MARICOPA","0","","","0","0","0","0","0","12","4","6","7","0","7","7","","","","0","0","0","0","0","0","4","","","","","000000","000000","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104708","1076","12","140","A","02","E","GLENDALE CMTY COLLEGE","6000 WEST OLIVE AVENUE","GLENDALE","AZ","85302",".","","3","MARICOPA","14","1","3","1","1","0","0","0","12","4","6","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","5","1","7","","090000","070000","0","420","2700","0","0","0","0","0","0","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"105154","1077","12","160","A","04","E","MESA COMMUNITY COLLEGE","1833 WEST SOUTHERN AVENUE","MESA","AZ","85202",".","","1","MARICOPA","14","1","3","1","1","0","0","0","12","4","6","5","1","3","2","3","0","E01","1","1","0","1","1","0","1","5","2","7","","090000","060000","0","420","3420","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"105428","1078","12","170","A","05","E","PHOENIX COLLEGE","1202 WEST THOMAS ROAD","PHOENIX","AZ","85013",".","","1","MARICOPA","14","1","3","1","1","0","0","0","12","4","6","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","6","1","","","000000","000000","0","336","2568","0","0","0","0","0","0","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"106148","1079","12","320","","","5","YAVAPAI COLLEGE","1100 EAST SHELDON STREET","PRESCOTT","AZ","86301",".","","3","YAVAPAI","13","1","3","1","1","0","0","0","12","4","6","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","1","1","11","","080000","050000","0","540","3810","0","0","0","870","1030","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"104151","1081","12","40","","","5","ARIZONA STATE UNIVERSITY","","TEMPE","AZ","85287",".","","1","MARICOPA","12","1","8","0","0","1","1","1","12","4","6","5","1","1","1","3","2","A01","0","1","1","0","1","1","1","5","3","","","000000","000000","0","950","3700","0","950","3700","2387","0","5","","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","1","1","","","","","","","1","","","","","","1","","","","1","","1","1","","","1","","1","","","1","","","","","","","5"
"105330","1082","12","240","","","5","NORTHERN ARIZ UNIVERSITY","","FLAGSTAFF","AZ","86011",".","","3","COCONINO","12","1","8","0","0","1","1","1","12","4","6","5","1","2","1","3","0","B01","1","1","1","1","1","1","1","1","3","","","000000","000000","0","950","3200","0","950","3200","890","1070","7","","1","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","","","","","1","","","","","5"
"104179","1083","12","290","","","5","UNIVERSITY OF ARIZONA","","TUCSON","AZ","85721",".","","2","PIMA","12","1","8","0","0","1","1","1","12","4","6","5","1","1","1","3","1","A02","0","1","1","0","1","1","1","3","3","","","000000","000000","0","950","3700","0","950","3700","811","1625","7","","1","","","","","","1","","1","1","","","","","","","1","1","","","","","","","","","","","","","1","1","","","","","","","","1","","","","","","","","","","","1","","1","","","1","1","1","1","","","","","","","1","","","","","","","","1","","1","","1","1","","","1","","1","","","1","","1","","","","","5"
"106485","1085","13","400","C","04","7","U OF ARKANSAS-MONTICELLO","","MONTICELLO","AR","71655",".","","4","DREW","12","1","4","1","0","1","1","0","13","3","5","5","1","4","1","3","0","C01","1","1","1","1","1","1","1","1","2","4","","090000","050000","0","780","1780","0","0","0","600","1000","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","1","","","","","5"
"106412","1086","13","410","C","05","7","U OF ARKANSAS PINE BLUFF","UNIVERSITY DRIVE","PINE BLUFF","AR","71601",".","","4","JEFFERSON","12","1","4","1","0","1","1","0","13","3","5","1","1","4","1","3","1","C01","1","1","0","0","0","0","1","2","2","","","000000","000000","0","890","2150","0","0","0","610","1030","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","","","","5"
"106306","1087","13","20","","","5","ARKANSAS BAPTIST COLLEGE","1600 BISHOP STREET","LITTLE ROCK","AR","72202",".","","2","PULASKI","54","1","4","1","0","1","1","0","13","3","5","1","2","2","1","3","0","C01","1","1","0","0","1","0","3","3","2","7","","000000","050000","1350","0","0","0","0","0","925","0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"106342","1088","13","30","","","5","ARKANSAS COLLEGE","P O BOX 2317","BATESVILLE","AR","72501",".","","1","INDEPENDENCE","66","4","4","1","0","1","1","0","13","3","5","5","2","2","1","3","0","C01","0","1","0","0","1","0","3","1","2","10","","090000","050000","3950","0","0","0","0","0","665","1235","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","5"
"106467","1089","13","80","","","5","ARKANSAS TECH UNIVERSITY","","RUSSELLVILLE","AR","72801",".","","3","POPE","12","1","6","0","0","1","1","1","13","3","5","5","1","2","1","3","0","C01","1","1","1","1","1","1","1","1","2","","","000000","000000","0","840","1620","0","960","1776","776","960","7","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","5"
