PID,officesHeld,head_of_org,on_committee,gov_office
LJL5-5MN,"President, Galveston Cotton Exchange and Board of Trade, 1937-42 and currently, Artillery Club, 1938-39; vice-president, Board of The Boy Scouts of Galveston Chamber of Commerce, 1927-29, president, 1929; vice-president and director, United States National Bank, since 1948, Texas Prudential Insurance Company, since 19393 director, New Orleans Cotton Exchange, 1938-42, Texas Cotton Association, 1941, 1942; treasurer-secretary, Beach Club, 1931-39.",1,0,0
LYWP-DCK,"Resident manager, San Francisco office, Eaton & Howard, Inc., since 1929; trustee, Katharine Barnson School, Ross, Calif.",0,1,0
LQR4-Z4L,"Vice-president and director, Jones, Gardner & Beal, Inc.",1,0,0
L13K-6DR,"General representative for Latin America and later for Eu 867 ] rope, Barber Asphalt Company, 1922-27; special partner, Sir Lindsay Parkinson & Company, 1927-33; managing director, Peruvian companies, 1945-47, Spanish companies, since 1948, Shell Petroleum Company.",1,0,0
MGY4-LZC,"Director, since December, 1938, secretary and assistant treasurer, December, 1938-May, 1946, 2d vice-president and secretary, May, 1946-January, 1947, ? st vice-president and treasurer, January, 1947-June, 1948, vice-president, since June, 1948, F. C. Huyck & Sons; trustee, Albany Academy of Girls; past treasurer, Albany Academy Fathers’ 'Association; director and past 2d vice-president, Albany Institute of History and Art; past treasurer, Albany Print Club; vice-president, Albany Safety Council; past president, Harvard Association of Eastern New York, Albany Ski Club",1,1,0
LZDS-TS4,"Member, Committee on Comparative Literature, College Section, National Council of Teachers of English , since 1944",0,0,0
KFR4-7ZL,"Representative in Massachusetts Legislature, 1933-37; United States Senator from Massachusetts, elected for term 1937-43, re-elected for 1943-49; resigned February, 1944; elected for term 1947-53; chairman, Committee on Resolutions, Republican National Convention, 1948.",1,0,1
LKN2-YL2,"President, Conservatory of Music of Kansas City, since 1945; member, board of trustees, City Trusts (appointed by judges of the United Srates District Court for Western Missouri).",1,1,0
L74G-89P,"Vestryman, Christ Church, Short Hills, 1942-48; chairman, Zoning Board of Appeals, Millburn Township, 1939-43; member, Supreme Court Committee, New York County Lawyers Association, 1939-48; secretary, Short Hills Civic Association, 1937-42.",1,0,0
MNDL-N7S,"Member of City Council, Westbrook, Maine, 1933-35; president, Harvard Club of Maine, 1938-39.",1,0,1
9VS8-ZRK,"Circulation manager, The Independent, 1925-26, Edward Hickling Bradford Fellow (research), 1934-35; instructor in pediatrics, Harvard Medical School, 1939-42; associate physician, Children’s Hospital, Boston, 1939-42; administrator, Memorial Center, New York, 1946-48; president, Hospital Bureau of Standards & Supplies, since 1948; director, New York Hospital, since Jan. 1, 1949.",1,0,0
L89P-SSK,"Vice-president and director, Wellington ‘Sears Company, since 1938; director, Equinox Mill, Anderson, S. C., since 1938, Textile Research Institute, Inc., 1948.",1,0,0
GSSK-259,"Member, School Committee, Gray, Maine, 1930-36.",0,1,0
MWHN-JYH,"Assistant treasurer, 1926-27, president and treasurer, 1927-30, ?. ?. Mosely Company; member, board of directors, Sons of the Revolution, 1930-33; assistant manager, Back Bay office, 1935-42, in charge of research, New England division, since 1946, Kidder, Peabody & Company.",1,1,0
L46G-2PX,"Superintendent, cotton spinning, 1926-27, southern division, 1927-29, worsted manufacturing, 1929-36, Amoskeag Manufacturing Company, Inc., Manchester, N. H.; superintendent, 1937-43, vicepresident, since 1943, Hampshire Worsted Mills, Inc.",1,0,0
GSCY-4FL,"Vice-president, Film Associates, Inc.. New York City, 194042; president, Affiliated Film Producers, Inc., since 1946; member, board of directors, Eastern Division, Screen Writers Guild, since 1947.",1,1,0
GSCR-PNB,"Secretary, Eta Chapter of California, Phi Beta Kappa, since 1946.",0,0,0
GSCY-THT,"Fire commissioner, Everett; chairman, Housing Authority,",1,0,0
LB5V-83S,"Instructor in mathematics, Loomis School, 1924-27; accounting department, Kendall Company, 1929-32; head of Mathematics Department, Wooster School, 1932-33, Storm King School, 1933-42; assistant to director, Veterans’ Administration Guidance Center, Harvard University, 1945-46; assistant treasurer, University of New Hampshire, 1946-47; assistant to the dean, University School of Liberal and Applied Studies, University of Rochester, since 1947.",1,0,0
GSC1-VD3,"Priority analyst and statistician, War Production Board, 1941-43; economist, Federal Public Housing Authority, 1943-44; statistician and economist, War Assets Administration, since 1944.",0,0,0
LRP2-9JT,"Trustee,. Coe College, since 1938; president, Cedar Rapids Chamber of Commerce, 1947, Stamats Publishing Company.",1,1,0
LTSJ-TXJ,"President, Chicago Council Navy League of the United States; trustee, Chicago Historical Society; member, Standing Committee Di-ocese of Chicago; Vestryman, St. Chrysostom’s: Church, Chicago; director, Harvard Club of Chicago, 1940-42; director, The Ditto Press, Inc., Ditto of Canada, Ltd.; vice-president, Ditto Inc.",1,1,0
LTGZ-KGF,"Assistant actuary, New England Mutual Life Insurance Company, since March, 1942.",0,0,0
LK73-MRG,"Trustee, New Hampshire Historical Society, since 1934, New Hampshire War Records Commission, since 1945, New Hampshire Fish and Game Commission, since 1938; chairman, New Hampshire",1,1,0
LKF1-KRC,"County medical examiner, 1935-43.",0,0,0
KCXM-JF4,"Assistant in ophthalmology, Johns Hopkins Hospital, 1928-303 assistant in ophthalmology, Washington University, Barnes Hospital, 1930-32; member of staff, St. Vincent De Paul Hospital, St. Louis, 1931-33, Evangelical Hospital, St. Louis, 1931-33, St. Mary's Hospital, East St. Louis, since 1933, Christian. Welfare Hospital, East St. Louis, C491] since 1933; ophthalmologist for the Hlinois Public Aid Commission, since 1936, ophthalmologist, Missouri Commission for the Blind, 193233; secretary, St. Clair County Medical Society, 1935-38; charter member and first president of local chapter of the National Aeronautic Association of the U.S, 1939-40.",1,0,0
G9G7-TS1,"Secretary, Harvard Club, 1925-28; secretary, 1047, president, 1948-49, Harvard Club of Eastern Michigan; ensign, Naval Board, Detroit Boat Club, 1927-29; director, 1943-46, president, 1944, Bond Club of Detroit; president, Men's Club, Christ Church, Cranbrook, 1947; chairman, District 1, Boy Scoucs of America, 1945; member, board of 665 ] trustees, Edwin S. George Foundation, since 1945; delegate, Republican County Convention, 1940-41, Republican State Convention, 1941-42.",1,1,0
GSC2-NR9,"Professor, National Tsing-Hua University, Peking; secretary, Foreign Affairs Commission, Canton; counsellor, Ministry of Railways, Nanking; special commissioner to inspect Chinese consulates in Southeast Asia; adviser, Sino-British Boundary Demarcation Commission, adviser, Yunnan Provincial Government; member, National Military Affairs Commission; member, National Resources Commission; director, World Book Company, Shanghai; editor, World Encyclopedia. pusications: The Chinese Railways, Past & Present; The Study of Ancient Chinese Classics, A New Approach; The Art of War; Prince Dan of",1,0,0
L5VL-QPV,"Vice-president, Johnson & Faulkner, 1941-45, Bokelman Com pany, Inc., 1942-45.",1,0,0
99MZ-7L7,"Trustee, Plainfield Unitarian Church.",0,1,0
L1Q3-25K,"Chairman executive committee, 1941-45, director, Detroit Chapter, American Red Cross; trustee, Grosse Pointe Country Day School, 1940-44, Charles Godwin Jennings Hospital, since 1944. 566 ] """,1,1,0
L4YZ-Z73,"President, Conant Company, Ltd.",1,0,0
LR5R-WMV,"Director, College Art Association, since 1947, Society of Architectural Historians, since 1945; trustee, Pilgrim Society, Plymouth, Mass., since 1935.",1,1,0
L4DZ-KX6,"Member, 1934-48, president, 1948-49, board of trustees, Miami Valley Hospital, Dayton; organizer and member of board of trustees, Hospital Care Corporation of Cincinnati, Ohio, 1939-48, president, 1932-37, member of scholarship committee, 1932-48, Harvard Club of Dayton.",1,1,0
L7XS-1MZ,"Associate editor, New York Times Annalist, 1924-28; Associate Vestryman, Church of the Heavenly Rest.",0,0,0
GSCR-C55,"Assistant in Surgery, Boston University School of Medicine, 1933-39, Boston City Hospital, 1932-39; assistant surgeon, Harvard College Hygiene Department, 1936-38; surgeon, Harvard Athletic Association, 1936-38, associate senior surgeon, Melrose Hospital, Melrose, Mass.; former mergber, courtesy staff Winchester Hospital, Malden Hospital, Lawrence Memorial Hospital, Medford, Mass., New England Baptist Hospital, Boston; president, Sequoia Hospital District Medical Society, San Mateo County, Calif., 1948-49; member, surgical staff, Palo Alto Hospital, Palo Alto, Calif., Mills Memorial Hospital, San Mateo, Calif. 276]",1,0,0
GSCY-S28,"Chairman, Social Hygiene Committee, Cambridge Tuberculosis and Health Association, 1940 until war, reélected 1946; manager, Cambridge Tuberculosis and Health Association, since 1946; director, Massachusetts Society for Social Hygiene, since 1946, New England Society of Physical Medicine, Cambridge Young Men’s Christian Association, 1939 until the war, and since 1946, Middlesex Zionist Organization, 1947, Reserve Officers of the Naval Services, Boston Chapter, 1947-50; Massachusetts State Department Surgeon for American Veterans of World War II, 1947.",1,0,0
GSCT-WDB,"Instructor on Protective Coatings, Massachusetts University Extension, 1940-41.",0,0,0
GSCY-8C9,"Assistant to president, 1930-45, president, Alumni Association, 1930-31, member of board of trustees, 1939-43, 1945-48, Jewish Institute of Religion; member, executive board, Central Conference of American Rabbis, 1932-33, Division of Religious Activities, National Jewish Welfare Board, 1942-48, president, Great Neck Ministers’ Association, 1948-49; chaplain, United States Merchant Marine Academy, King’s Point, N. Y., 1947-48.",0,1,0
LXS2-Y71,"Assistant secretary and secretary, 1032-36 Vice-president, 1939-41, president, 1942-43, Harvard Club of Connecticut, member, 873 ]",1,0,0
L2KG-NP8,"Member, Essex County Democratic Committee, 1935-49; alternate district delegate, Democratic National Convention, 1936; Democratic candidate for Freeholder, Essex County, N. J., 1937; Newark Junior Chamber of Commerce, board member, 1932-38, secretary, 193536, 2d vice-president, 1936-37, 1st vice-president, 1937-38; chairman, Veterans’ Committee, Sales Executives Club of North New Jersey, 1945-47; Boys’ Club of Newark, treasurer, 1938-46, president, 1946-49; chairman, Local Draft Board No. 15, N. J., 1948.",1,0,0
L5BB-5DL,"Vice-president, Edgar A. Levy Management Corporation and Hotel Blackstone.",1,0,0
L45T-SFP,"Professor of Romance languages, Florida A. & M. College, 1928-29; chairman, languages and literature, professor of Romance languages, Bishop College, Marshall, Texas, 1929-43.",1,0,0
LTMK-YS2,"Director, College Art Association, since 1947, Society of Architectural Historians, since 1945; trustee, Pilgrim Society, Plymouth, Mass., since 1935.",1,1,0
LVD6-SN1,"Vice-president and director, Lee Higginson Corporation, sice 1936; director, Penn Anthracite Collieries Company, 1932—46; member, 1940-42, secretary, 1946, president, since 1947, board of trustees, The Green Vale School, Roslyn, N. Y.; trustee, Incorporated Village of Muttontown, N. Y., since 1946.",1,1,0
LBCZ-QT7,"Chairman, Professional Practice Committee, Suburban Society of Architects, 1948; Committee for Revision of Montclair Building Code; Citizens Advisory Committee, Montclair Planning Board; chairman, Achitects Advisory Committee, Montclair Development Board.",1,0,0
GSCT-PY5,"Vice-president and director, United Cities Realty Corporation, Wood Harmon Corporation; director, World Travel Institute.",1,0,0
G9G2-DC2,"President, Walworth School Board, Walworth, N. Y., 1935-453 director, Cast Stone Institute; master, Walworth Lodge No. 254, F. & A.M. .",1,0,0
LV74-PP5,"Aeronautics commissioner, Commonwealth of Massachusetts; trustee, Lowell Memorial Auditorium; president, Greater Lowell Community ‘Chest; director, Greater Lowell Council of Social Agencies.",1,1,0
GSC2-3FQ,"Executive, Brattleboro Theatre of Brooklyn, New York, and Brattleboro, Vermont.",0,0,0
2993-C2N,"Editor-in-chief, Winnipeg Tribune, 1938-46, chairman, Southam News Services, since 1946; president, Canadian Club, Winnipeg, 1942; vice-president, Canadian Institute of International Affairs, Winnipeg, 1945.",1,0,0
L48H-ZZ4,"Vice-president and president, Debating Association of Pennsylvania Colleges; member, executive committee, Mid-Eastern District, Tau Kappa Alpha.",1,1,0
G9V9-D8T,"Vice-president in charge of research, Clarke, Sinsabaugh & Company, investment counsellors, New York, 1938-42; vice-president, New Hampshire Audubon Society, 1942-47; program chairman, Bellport Chapter, United World Federalists, 1948.",1,0,0
LTWC-T7Z,"Chairman, Canton Red Cross Campaign, 1943-48; president of Trustees, Howard Funds, West Bridgewater (Howard Seminary), (president since 1941, trustee since 1936). .",1,1,0
