unitid,fice,pubst,pbalph,"system","status","instnm","addr","stabbr","zip","gentele","cnty","congdist","city","countynm","affil","calsys","hloffer",pr2yr,prlib,prtea,prprof,enrolmnt,geost,oereg,obereg,"race",control,type,sex,lgrnt,survey,ss_occup,sum2yr,sum4yr,sumpos,ss_other,es_occup,eve2yr,eve4yr,evepos,es_other,excntl,citysi,admreq,"estmoyr","fwrkmoyr","fdgrmoyr",prtfu,pbtfui,pbtfuo,prtfg,pbtfgi,pbtfgo,roomamt,boardamt,acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_nurs,acc_ort,acc_chem,regaccrd
"102757","1064","11","130","A","G","ALASKA ANCHORAGE CC,U OF","2533 PROVIDENCE DRIVE","AK","99504","9072631200","020","","ANCHORAGE","ANCHORAGE","12","3","03","1","0","0","0","6006827","11","4","8","5","1","6","3","0","1","0","1","0","0","0","0","1","0","0","0","1","2","1","1954","021954","061956","","442","1222","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","7"
"1065","1065","11","200","A","X","ALAS JUNEAU-DGLS CC,U OF","BOX 1447","AK","99802","9077892101","110","","JUNEAU","JUNEAU","12","1","03","1","0","0","0","4001217","11","4","8","5","1","6","3","0","0","0","1","0","0","0","0","1","0","0","0","1","1","1","1956","1956","1967","","355","991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"103097","1066","11","140","A","G","U OF ALASKA KENAI CC","BOX 848","AK","99669","9072625801","120","","SOLDOTNA","KENAI","12","1","03","1","","","","3000830","11","4","8","5","1","6","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","1964","1964","1970","","430","1210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"103103","1067","11","210","A","G","ALASKA KETCHIKAN CC,U OF","7TH AND MADISON","AK","99901","9072256177","130","","KETCHIKAN","KETCHIKAN","12","1","03","1","0","0","0","3000519","11","4","8","5","1","6","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","1954","1954","1961","","410","1190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"103176","1068","11","170","A","G","U ALAS MATANUSKA-SUSITNA","BOX 899","AK","99645","9077454256","170","","PALMER","MATANUSKA-SUSITNA","12","1","03","1","","","","2000390","11","4","8","5","1","6","3","0","1","0","1","1","0","0","0","0","0","0","0","1","1","1","1957","1958","1969","","410","1190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"103079","1069","11","220","A","G","ALASKA SITKA CC,U OF","BOX 1090","AK","99835","9077476653","220","","SITKA","SITKA","12","1","03","1","0","0","0","2000289","11","4","8","5","1","6","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","1962","1962","051973","","410","1190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"103778","1070","12","10","","5","AMER GRAD SCH OF MGMT","THUNDERBIRD CAMPUS","AZ","85306","6029787011","013","","GLENDALE","MARICOPA","21","4","06","0","0","0","1","3000990","12","4","6","5","2","2","3","0","1","0","0","0","0","0","0","0","0","0","0","2","5","5","041946","041946","051947","","","","3930","","","830","1160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"104160","1071","12","40","","5","ARIZONA WESTERN COLLEGE","P O BOX 929","AZ","85364","6027261000","027","","YUMA","YUMA","14","1","03","1","0","0","0","5003939","12","4","6","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","6","091963","091963","061964","","238","1730","","","","570","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"104425","1072","12","60","","5","COCHISE COLLEGE","","AZ","85607","6023647943","003","","DOUGLAS","COCHISE","13","1","03","1","0","0","0","5004109","12","4","6","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","081962","091964","051965","","328","2076","","","","440","894","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"104577","1073","12","90","","5","EASTERN ARIZONA COLLEGE","626 CHURCH STREET","AZ","85552","6024281133","009","","THATCHER","GRAHAM","14","1","03","1","0","0","0","5003590","12","4","6","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","1888","1920","1923","","177","2028","","","","500","984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"104717","1074","12","100","","5","GRAND CANYON COLLEGE","3300 WEST CAMELBACK ROAD","AZ","85017","6022493300","013","","PHOENIX","MARICOPA","75","4","04","0","1","1","0","4001140","12","4","6","5","2","2","3","0","1","0","0","1","0","0","0","0","1","0","0","3","6","2","091949","091949","051953","1952","","","","","","650","790","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"105136","1075","12","120","A","C","MARICOPA CO CC SYS OFFICE","P O BOX 13349","AZ","85002","6022448355","013","","PHOENIX","MARICOPA","00","","","0","0","0","0","0","12","","","7","0","7","","","1","0","0","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104708","1076","12","130","A","E","GLENDALE CMTY COLLEGE","6000 WEST OLIVE AVENUE","AZ","85302","6029342211","013","","GLENDALE","MARICOPA","14","1","03","1","0","0","0","7012789","12","4","6","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","5","1","071965","091965","071966","","190","2140","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"105154","1077","12","150","A","E","MESA COMMUNITY COLLEGE","1833 WEST SOUTHERN AVENUE","AZ","85202","6028331261","013","","MESA","MARICOPA","14","1","03","1","0","0","0","7013470","12","4","6","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","5","1","071965","091965","061966","","100","1950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"105428","1078","12","160","A","E","PHOENIX COLLEGE","1202 WEST THOMAS ROAD","AZ","85013","6022642492","013","","PHOENIX","MARICOPA","14","1","03","1","0","0","0","7014602","12","4","6","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","6","1","1920","1920","1922","","200","2000","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"106148","1079","12","270","","5","YAVAPAI COLLEGE","1100 EAST SHELDON STREET","AZ","86301","6024457300","025","","PRESCOTT","YAVAPAI","13","1","03","1","0","0","0","5004647","12","4","6","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","111966","081969","051971","","252","2272","","","","550","930","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"104151","1081","12","30","","5","ARIZONA STATE UNIVERSITY","","AZ","85281","6029659011","013","","TEMPE","MARICOPA","12","1","08","0","1","1","1","8037755","12","4","6","5","1","1","3","2","1","0","0","1","1","0","0","0","1","1","0","1","5","3","1885","1886","1887","","600","2500","","600","2500","800","610","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","1","1","","","","","","","1","","","","","","1","","","","1","","","1","","","1","","1","","","1","","","","","","","5"
"105330","1082","12","200","","5","NORTHERN ARIZ UNIVERSITY","","AZ","86011","6025239011","005","","FLAGSTAFF","COCONINO","12","1","08","0","1","1","1","7012562","12","4","6","5","1","2","3","0","1","0","1","1","1","0","0","1","1","1","0","1","1","3","1899","1899","1901","","600","2100","","600","2100","460","880","1","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1","","","","1","","","","","5"
"104179","1083","12","250","","5","ARIZONA,UNIVERSITY OF","","AZ","85721","6026262751","019","","TUCSON","PIMA","12","1","08","0","1","1","1","8029923","12","4","6","5","1","1","3","1","1","0","0","1","1","0","0","0","1","1","0","1","3","3","1885","1891","1895","","600","2500","","600","2500","611","1100","1","","","","","","1","","","1","","","","","","","1","1","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","","1","","1","1","","","","","","","1","","","","","","","","1","","1","","","1","","","1","","1","","","1","","1","","","","","5"
"106485","1085","13","390","C","7","ARKANSAS-MONTICELLO,U OF","","AR","71655","5013676811","043","","MONTICELLO","DREW","12","1","04","0","1","1","0","4001789","13","3","5","5","1","4","3","0","1","0","1","1","0","0","0","1","1","0","0","1","1","2","041909","091923","051935","","636","1272","","","","470","825","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","5"
"106412","1086","13","400","C","7","ARKANSAS PINE BLUFF,U OF","","AR","71601","5015416500","069","","PINE BLUFF","JEFFERSON","12","1","04","0","1","1","0","5002934","13","3","5","1","1","4","3","1","1","0","1","1","0","0","0","0","0","0","0","1","2","2","1873","1880","1882","","8","830","","","","506","774","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","5"
"106306","1087","13","20","","5","ARKANSAS BAPTIST COLLEGE","1600 BISHOP STREET","AR","72202","5013747856","119","","LITTLE ROCK","PULASKI","54","1","04","0","1","1","0","2000373","13","3","5","1","2","2","3","0","1","0","1","1","0","0","0","0","1","0","0","3","3","2","071884","1901","051900","960","","","","","","832","832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"106342","1088","13","30","","5","ARKANSAS COLLEGE","P O BOX 2317","AR","72501","5017939813","063","","BATESVILLE","INDEPENDENCE","72","4","04","0","1","1","0","2000462","13","3","5","5","2","2","3","0","1","0","0","1","0","0","0","0","1","0","0","3","1","2","101872","091872","051876","2200","","","","","","550","924","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","5"
"106467","1089","13","80","","5","ARKANSAS TECH UNIVERSITY","","AR","72801","5019680237","115","","RUSSELLVILLE","POPE","12","1","06","0","1","1","1","5002998","13","3","5","5","1","2","3","0","1","0","1","1","1","0","0","1","1","1","0","1","1","2","1909","1921","1922","","630","1090","","720","1320","520","720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","5"
