unitid,"addr",admreq,affil,boardamt,calsys,"city",citysi,"cncesc",cnty,congdist,control,"countynm","fdgrmoyr",fice,"fwrkmoyr","gentele",geost,hloffer,iclevel,initcy,"instnm","intfic",lgrnt,obereg,oereg,pbalph,pbtfgi,pbtfgo,pbtfui,estmo,estyr,eve2yr,eve4yr,evepos,excntl,pbtfuo,period,pr2yr,prlib,procc,prprof,prtea,prtfg,prtfu,pubst,"race",roomamt,"sequen",sex,"stabbr","status",stcnty,sum2yr,sum4yr,sumpos,"system",type,updat,"zip",acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_chem,acc_nurs,acc_ort,regaccrd
"102669","4101 UNIVERSITY DRIVE","2","71","1825","1","ANCHORAGE","2","D10","20","99","2","ANCHORAGE","051961","1061","101960","9075611266","11","6","1","7","ALASKA PACIFIC UNIVERSITY","001061","0","8","4","20","0","0","0","2","1957","1","1","1","3","0","7","0","1","0","1","1","2740","3580","11","5","1500","","3","AK","5","11020","1","1","1","","2","15","99508","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"103440","BOX 479","2","21","1900","4","SITKA","1","E01","220","99","2","SITKA","001946","1062","001944","9077473666","11","4","1","5","SHELDON JACKSON COLLEGE","001062","0","8","4","30","0","0","0","","1878","1","1","0","2","0","7","0","1","1","0","1","0","3246","11","E","1500","","3","AK","5","11220","0","0","0","","2","5","99835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"102614","","2","12","1450","1","FAIRBANKS","1","B01","90","99","1","FAIRBANKS NORTH STAR BOROUGH","001923","1063","001922","9074747112","11","8","1","7","U ALASKA FAIRBANKS","001063","1","8","4","80","1318","2398","958","","1917","1","1","1","1","2158","7","0","1","0","1","1","0","0","11","5","920","02","3","AK","F","11090","0","1","1","A","2","7","99701","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","7"
"102757","2533 PROVIDENCE AVENUE","2","12","0","1","ANCHORAGE","2","E01","20","99","1","ANCHORAGE","001956","1064","001954","9072631101","11","3","2","7","ANCHORAGE CC","001064","0","8","4","130","0","0","638","","1954","1","1","0","1","1598","0","1","0","1","0","0","0","0","11","5","0","06","3","AK","G","11020","1","1","0","A","6","66","99508","","","","","","","","","","","1","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","7"
"103097","BOX 848","2","12","0","1","SOLDOTHNA","1","E01","120","99","1","KENAI","001970","1066","001964","9072625801","11","3","2","7","KENAI PENINSULA CC","001066","0","8","4","140","0","0","636","","1964","1","1","0","1","1596","0","1","","1","","","0","0","11","5","0","07","3","AK","G","11120","1","1","0","A","6","7","99669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"103103","7TH AND MADISON","2","12","0","1","KETCHIKAN","1","E01","130","99","1","KETCHIKAN","001961","1067","001954","9072256177","11","3","2","7","KETCHIKAN CC","001067","0","8","4","210","0","0","610","","1954","1","1","0","1","1570","0","1","0","1","0","0","0","0","11","5","0","13","3","AK","G","11130","1","1","0","A","6","7","99901","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"103176","BOX 899","2","12","0","1","PALMER","1","E01","170","99","1","MATANUSKA-SUSITNA","001969","1068","001958","9077454256","11","3","2","7","MATANUSKA-SUSITNA CC","001068","0","8","4","170","0","0","612","","1957","1","1","0","1","1572","0","1","","1","","","0","0","11","5","0","10","3","AK","G","11170","1","1","0","A","6","7","99645","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"103079","BOX 490","2","12","0","1","SITKA","1","E04","220","99","1","SITKA","001973","1069","001962","9077476653","11","3","2","7","ISLANDS CC","001069","0","8","4","200","0","0","600","","1962","1","1","0","1","1560","0","1","0","1","0","0","0","0","11","5","0","14","3","AK","G","11220","1","1","0","A","6","7","99835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"103778","THUNDERBIRD CAMPUS","5","21","1710","4","GLENDALE","5","D05","13","3","2","MARICOPA","051947","1070","041946","6029787011","12","6","1","1","AMER GRAD SCH OF MGMT","001070","0","6","4","10","0","0","0","4","1946","0","0","0","2","0","7","0","0","0","1","0","6110","0","12","5","1230","","3","AZ","5","12013","0","0","0","","2","1","85306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"104160","P O BOX 929","1","14","1400","1","YUMA","1","E01","27","2","1","YUMA","061964","1071","091963","6027261000","12","3","2","6","ARIZONA WESTERN COLLEGE","001071","0","6","4","60","0","0","400","9","1963","1","0","0","1","3000","7","1","0","1","0","0","0","0","12","5","640","","3","AZ","5","12027","1","0","0","","3","6","85364","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"104425","","1","13","1274","1","DOUGLAS","1","E01","3","5","1","COCHISE","051965","1072","091964","6023647943","12","3","2","5","COCHISE COLLEGE","001072","0","6","4","80","0","0","480","8","1962","1","1","0","1","2760","7","1","0","1","0","0","0","0","12","5","734","","3","AZ","5","12003","1","1","0","","3","5","85607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"104577","600 CHURCH STREET","2","14","1480","1","THATCHER","1","E01","9","5","1","GRAHAM","001923","1073","001920","6024281133","12","3","2","7","EASTERN ARIZONA COLLEGE","001073","0","6","4","110","0","0","416","","1888","1","1","0","1","3232","7","1","0","1","0","0","0","0","12","5","695","","3","AZ","5","12009","1","1","0","","3","37","85552","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"104717","3300 WEST CAMELBACK ROAD","3","75","1300","4","PHOENIX","6","C01","13","4","2","MARICOPA","051953","1074","091949","6022493300","12","4","1","1","GRAND CANYON COLLEGE","001074","0","6","4","120","0","0","0","9","1949","0","1","0","3","0","7","0","1","0","0","1","0","2340","12","5","830","","3","AZ","5","12013","0","1","0","","2","1","85017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","5"
"105136","3910 E. WASHINGTON","","0","0","","PHOENIX","","","13","2","0","MARICOPA","000000","1075","000000","6022448355","12","","7","","MARICOPA CO CC SYS OFFICE","","","6","4","140","0","0","0","","","0","0","0","4","0","0","0","0","0","0","0","0","0","12","7","0","98","","AZ","C","12013","0","0","0","A","7","","85034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104708","6000 WEST OLIVE AVENUE","1","14","0","1","GLENDALE","5","E01","13","3","1","MARICOPA","071966","1076","091965","6029342211","12","3","2","5","GLENDALE CMTY COLLEGE","001076","0","6","4","150","0","0","420","7","1965","1","0","0","1","2700","0","1","0","1","0","0","0","0","12","5","0","02","3","AZ","E","12013","1","0","0","A","3","5","85302","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"105154","1833 WEST SOUTHERN AVENUE","2","14","0","1","MESA","5","E01","13","1","1","MARICOPA","061966","1077","091965","6028331261","12","3","2","5","MESA COMMUNITY COLLEGE","001077","0","6","4","170","0","0","420","7","1965","1","1","0","1","3420","0","1","0","1","0","0","0","0","12","5","0","04","3","AZ","E","12013","1","1","0","A","3","5","85202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"105428","1202 WEST THOMAS ROAD","1","14","0","1","PHOENIX","6","E01","13","1","1","MARICOPA","001922","1078","001920","6022642492","12","3","2","5","PHOENIX COLLEGE","001078","0","6","4","180","0","0","336","","1920","1","0","0","1","2568","0","1","0","1","0","0","0","0","12","5","0","05","3","AZ","E","12013","1","0","0","A","3","5","85013","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"106148","1100 EAST SHELDON STREET","1","13","1030","1","PRESCOTT","1","E01","25","3","1","YAVAPAI","051971","1079","081969","6024457300","12","3","2","1","YAVAPAI COLLEGE","001079","0","6","4","330","0","0","540","11","1966","1","0","0","1","3810","7","1","0","1","0","0","0","0","12","5","870","","3","AZ","5","12025","1","0","0","","3","1","86301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"104151","","3","12","0","1","TEMPE","5","A01","13","1","1","MARICOPA","001887","1081","001886","6029659011","12","8","1","1","ARIZONA STATE UNIVERSITY","001081","2","6","4","50","950","3700","950","","1885","0","1","1","1","3700","5","0","1","0","1","1","0","0","12","5","2387","","3","AZ","5","12013","0","1","1","","1","1","85287","1","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","1","1","","","","","","","1","","","","","","1","","","","1","","1","1","","","1","","1","","","1","","","","","","","5"
"105330","","3","12","1070","1","FLAGSTAFF","1","B01","5","3","1","COCONINO","001901","1082","001899","6025239011","12","8","1","1","NORTHERN ARIZ UNIVERSITY","001082","0","6","4","250","950","3200","950","","1899","1","1","1","1","3200","7","0","1","0","1","1","0","0","12","5","890","","3","AZ","5","12005","1","1","1","","2","1","86011","1","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","","","1","","1","","","","","5"
"104179","","3","12","1625","1","TUCSON","3","A02","19","2","1","PIMA","001895","1083","001891","6026212211","12","8","1","10","UNIVERSITY OF ARIZONA","001083","1","6","4","300","950","3700","950","","1885","0","1","1","1","3700","7","0","1","0","1","1","0","0","12","5","811","","3","AZ","5","12019","0","1","1","","1","10","85721","1","","","","","","1","","","1","","","","","","","1","1","","","","","","","","","","","","","1","1","","","","","","","","1","","","","","","","","","","","1","","1","","","1","1","1","1","","","","","","","1","","","","","","","","1","","1","","1","1","","","1","","1","","","1","","1","","","","","5"
"106485","","2","12","1000","1","MONTICELLO","1","C01","43","4","1","DREW","051935","1085","091923","5013676811","13","4","1","1","U OF ARKANSAS-MONTICELLO","001085","0","5","3","410","0","0","780","4","1909","1","1","1","1","1780","7","0","1","1","0","1","0","0","13","5","600","04","3","AR","7","13043","1","1","1","C","4","1","71655","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","1","","","","","5"
"106412","UNIVERSITY DRIVE","2","12","1030","1","PINE BLUFF","2","C01","69","4","1","JEFFERSON","001882","1086","001880","5015416500","13","4","1","6","U OF ARKANSAS PINE BLUFF","001086","1","5","3","420","0","0","890","","1873","0","0","0","1","2150","7","0","1","1","0","1","0","0","13","1","610","05","3","AR","7","13069","1","1","0","C","4","27","71601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","","","","5"
